Pelicula,Recomendaciones
Cool Kids Don't Cry,"[""The Emperor's New Clothes"", 'The Wooden Camera', 'Happy', 'Temptress Moon', 'The Last September']"
Shin Godzilla,"['20th Century Boys - Chapter 1: Beginning of the End', 'Godzilla vs. Destoroyah', 'The Kiyosu Conference', 'Godzilla vs. Mothra', 'The War in Space']"
The Green Elephant,"['The Evil Within', 'Dreaming of Joseph Lees', 'Shy People', 'A Love Song for Bobby Long', 'Hounddog']"
The Golden Fortress,"['The Kingdom of Diamonds', 'Amuck!', 'They Call Me Trinity', 'The Da Vinci Code', 'The Road to Guantanamo']"
The Intervention,"['Drinking Buddies', 'The Green Butchers', 'Australian Rules', ""Adam's Apples"", 'Welcome to the Dollhouse']"
The Sea of Trees,"['The Glass Castle', 'Amazing Grace', 'The Shack', 'Ginger & Rosa', 'The End of the Tour']"
Highway Patrolman,"['Gemini', 'The Better Angels', 'The Heroic Ones', 'Crippled Avengers', 'The Five Venoms']"
Winnie-the-Pooh Goes Visiting,"['Winnie-the-Pooh Goes Visiting', 'There Once Was a Dog', 'Botsman i Popugay', 'Karlson Returns', 'Tale of Tales']"
XOXO,"['We Are X', 'Bo Burnham: Make Happy', ""Michael Bolton's Big, Sexy Valentine's Day Special"", 'Keith Richards: Under the Influence', 'Imperial Dreams']"
"Poverty, Inc.","['Unzipped', 'The Endless Summer 2', 'The Gate of Heavenly Peace', 'American Dream', 'Paris is Burning']"
Terra,"[""The Seagull's Laughter"", 'Dear Zindagi', 'Half Moon', 'The New Watchdogs', 'Enter the Battlefield: Life on the Magic - The Gathering Pro Tour']"
Love Hurts,"['The Last September', 'The Sea Is Watching', 'The Makioka Sisters', 'Vibrator', 'Green Tea']"
Your Name.,"['Your Name.', '5 Centimeters per Second', 'Voices of a Distant Star', ""Someone's Gaze"", 'Children Who Chase Lost Voices']"
Birdboy: The Forgotten Children,"['Rabbit', 'Mount Head', ""Beyond The Mind's Eye"", 'Fresh Guacamole', 'Crac']"
The Rooftop,"['Weirdsville', 'Down Terrace', 'C.C. and Company', 'Adhurs', 'Atharintiki Daaredi']"
Midnight Man,"['Jumanji', 'Grumpier Old Men', 'Waiting to Exhale', 'Heat', 'Sabrina']"
Do You Believe in Miracles? The Story of the 1980 U.S. Hockey Team,"['Unzipped', 'The Endless Summer 2', 'The Gate of Heavenly Peace', 'American Dream', 'Paris is Burning']"
Killjoy,"['Leave', 'Firecracker', 'Spasmo', 'Endure', 'Bipolar']"
Mexico's Most Wanted,"['Uro', 'Violence for Kicks', 'Mr. Socrates', 'The Sewers of Paradise', ""Mexico's Most Wanted""]"
Sequoia,"['Dean', 'Falling in Love Again', 'Beloved', 'The Postman', 'Cold Comfort Farm']"
On the Other Side,"[""The Priest's Children"", 'Seventy-Two Days', 'The Ruling Class', '1987', 'Devdas']"
Dhamaal,"['Masti', 'Out of It', 'The Guy From Harlem', 'Desi Boyz', 'Vicky Donor']"
Larry Kramer In Love & Anger,"['The Atomic Cafe', 'Inside Deep Throat', 'Jonestown: The Life and Death of Peoples Temple', 'Of Time and the City', 'Otaku']"
Dr. Cook's Garden,"['The Lords of Discipline', 'Talent for the Game', 'Dead Again', 'Marathon Man', 'Black Sunday']"
My New Partner II,"['The Last Metro', 'The Bet', 'Alibi.com', 'One Deadly Summer', 'Miserere']"
Winnie-the-Pooh and a Busy Day,"[""Azur & Asmar: The Princes' Quest"", 'The Life & Adventures of Santa Claus', 'Puss in Boots: The Three Diablos', 'The Nutcracker Prince', 'The Littlest Angel']"
Chasing Great,"['Pork Pie', 'Scent of a Woman', 'Son of a Gun', 'Midnight Run', 'Comic Book: The Movie']"
Nahid,"['The Father', 'Canned Dreams', ""Playing 'In the Company of Men'"", 'House of Tolerance', 'Strella']"
The Baltimore Bullet,"['Beaufort', 'Panic', 'The Ax', 'Detective', 'Crimi Clowns: De Movie']"
Maheshinte Prathikaaram,"['Wild Animals', 'Jaane Tu... Ya Jaane Na', 'Purgatory House', 'Drishyam', ""Zamfir's Zona""]"
A Simple Story,"['Jumanji', 'Grumpier Old Men', 'Waiting to Exhale', 'Heat', 'Sabrina']"
Il caso Moro,"['The Little Devil', 'The Emperor and the Assassin', 'Die weisse Rose', 'Joan of Arc', 'Blame It on Fidel!']"
Wind from the East,"['Virgin Mary', 'Red Firecracker, Green Firecracker', 'A Very Natural Thing', 'Lotto Land', 'Bye-Bye']"
Maz Jobrani: I'm Not a Terrorist But I've Played One on TV,"[""L'associé"", 'Dream with the Fishes', 'All I Wanna Do', ""God Said, 'Ha!'"", 'Stiff Upper Lips']"
The Ardennes,"['The Paradise Suite', ""You're Ugly Too"", 'Alléluia', 'Boy A', 'Bullhead']"
The Search,"['The Artist', 'Dead Weight', 'Mesrine: Public Enemy #1', 'White Material', 'Beyond the Hills']"
Akkare Akkare Akkare,"['Rambling Rose', 'The Believer', 'Asylum', 'Hannibal Buress: Live From Chicago', 'An American Rhapsody']"
Yodha,"['Yodha', 'The Myth', 'The Hunt for Gollum', 'The Extraordinary Voyage', 'Forbidden Zone']"
Tunnel,"['A Million', 'Gangster High', 'Assassination', 'Nameless Gangster', 'Kundo: Age of the Rampant']"
Little Sister,"[""L'associé"", 'Dream with the Fishes', 'All I Wanna Do', ""God Said, 'Ha!'"", 'Stiff Upper Lips']"
Mourning Rock,"['Jumanji', 'Grumpier Old Men', 'Waiting to Exhale', 'Heat', 'Sabrina']"
Certain Women,"['The Pearl Color', 'Gods', 'The Art of Loving. Story of Michalina Wislocka', 'Born in Flames', 'Threads']"
The Happiest Day in the Life of Olli Mäki,"['Thick Lashes of Lauri Mäntyvaara', 'Get Santa', 'The Third Wave', 'We Are the Best!', 'Regret']"
Aquarius,"['Artificial Paradises', 'Neighboring Sounds', 'Father’s Chair', 'Entre Abelhas', 'Meu Passado me Condena']"
Comedy Central Roast of Denis Leary,"['Comedy Central Roast of Jeff Foxworthy', 'Aziz Ansari: Intimate Moments for a Sensual Evening', 'Comedy Central Roast of James Franco', 'Comedy Central Roast of Charlie Sheen', 'Comedy Central Roast of Donald Trump']"
Comedy Central Roast of Jeff Foxworthy,"['Comedy Central Roast of Jeff Foxworthy', 'Aziz Ansari: Intimate Moments for a Sensual Evening', 'Comedy Central Roast of James Franco', 'Comedy Central Roast of Charlie Sheen', 'Comedy Central Roast of Donald Trump']"
Comedy Central Roast of Larry the Cable Guy,"['Comedy Central Roast of James Franco', 'Comedy Central Roast of Charlie Sheen', 'Comedy Central Roast of Donald Trump', 'Comedy Central Roast of Pamela Anderson', ""Gabriel Iglesias: I'm Not Fat... I'm Fluffy""]"
Comedy Central Roast of David Hasselhoff,"['Comedy Central Roast of James Franco', 'Comedy Central Roast of Charlie Sheen', 'Comedy Central Roast of Donald Trump', 'Comedy Central Roast of Pamela Anderson', ""Gabriel Iglesias: I'm Not Fat... I'm Fluffy""]"
Comedy Central Roast of Roseanne,"['Comedy Central Roast of James Franco', 'Comedy Central Roast of Charlie Sheen', 'Comedy Central Roast of Donald Trump', 'Comedy Central Roast of Pamela Anderson', ""Gabriel Iglesias: I'm Not Fat... I'm Fluffy""]"
Comedy Central Roast of Joan Rivers,"[""Sebastian Maniscalco: What's Wrong with People?"", 'Comedy Central Roast of Joan Rivers', ""BoJack Horseman Christmas Special: Sabrina's Christmas Wish"", 'A Grandpa for Christmas', 'A Very Social Secretary']"
I'll Sleep When I'm Dead,"['Unzipped', 'The Endless Summer 2', 'The Gate of Heavenly Peace', 'American Dream', 'Paris is Burning']"
Terra Nova,"['Mongol: The Rise of Genghis Khan', 'Travellers and Magicians', 'The Sin', 'Guardian Angel', ""No Man's Land""]"
Before the Winter Chill,"['Josephine', 'The Names of Love', ""The Rabbi's Cat"", 'Suite Française', 'Bride Flight']"
The Legend of Nigger Charley,"['Mikey and Nicky', 'Death Wish', 'Juice', 'The Gambler', 'Internal Affairs']"
Ingrid Bergman: In Her Own Words,"['Unzipped', 'The Endless Summer 2', 'The Gate of Heavenly Peace', 'American Dream', 'Paris is Burning']"
Can We Take a Joke?,"['The New Watchdogs', 'Enter the Battlefield: Life on the Magic - The Gathering Pro Tour', 'Catwalk', 'Unzipped', 'The Endless Summer 2']"
David Lynch: The Art Life,"['Unzipped', 'The Endless Summer 2', 'The Gate of Heavenly Peace', 'American Dream', 'Paris is Burning']"
Waffle Street,"['The Green Butchers', 'Australian Rules', ""Adam's Apples"", 'Welcome to the Dollhouse', 'Trees Lounge']"
Who's Driving Doug,"['Virgin Mary', 'Red Firecracker, Green Firecracker', 'A Very Natural Thing', 'Lotto Land', 'Bye-Bye']"
Dhanak,"['Masaan', 'Distractions', 'The Ruling Class', '1987', 'A Man with Warranty']"
Coming to Terms,"['Jumanji', 'Grumpier Old Men', 'Waiting to Exhale', 'Heat', 'Sabrina']"
No Letting Go,"['Jumanji', 'Grumpier Old Men', 'Waiting to Exhale', 'Heat', 'Sabrina']"
The Work and the Glory,"['Country Life', 'Flirt', 'Venice', 'The Whole Wide World', 'Full Speed']"
The Work and the Glory II: American Zion,"['Virgin Mary', 'Red Firecracker, Green Firecracker', 'A Very Natural Thing', 'Lotto Land', 'Bye-Bye']"
The Work and the Glory III: A House Divided,"['Virgin Mary', 'Red Firecracker, Green Firecracker', 'A Very Natural Thing', 'Lotto Land', 'Bye-Bye']"
Erebus: Operation Overdue,"['The Girl from Nowhere', 'Gone Too Far!', 'The New Watchdogs', 'Enter the Battlefield: Life on the Magic - The Gathering Pro Tour', 'In the City of Sylvia']"
Citizen Soldier,"['BaadAsssss Cinema', 'Citizen Soldier', 'Superheroes', 'Ballast', 'Deep Water']"
The Phone Call,"['Springsteen & I', 'The Ruling Class', '1987', 'Devdas', ""An Autumn's Tale""]"
Last Summer,"['Liberty Kid', 'I Sell The Dead', 'Wassup Rockers', 'Birth of the Living Dead', 'Stake Land']"
Hacksaw Ridge,"['Black Mass', 'Struck by Lightning', 'Black Swan', 'Punching Henry', 'Apocalypto']"
David Cross: Making America Great Again,"[""L'associé"", 'Dream with the Fishes', 'All I Wanna Do', ""God Said, 'Ha!'"", 'Stiff Upper Lips']"
Paanch,"['Jumanji', 'Grumpier Old Men', 'Waiting to Exhale', 'Heat', 'Sabrina']"
Other People,"['The Overnight', 'Good Neighbours', 'The Changeling', 'Shooter', 'Shoot to Kill']"
Travis,"['Jumanji', 'Grumpier Old Men', 'Waiting to Exhale', 'Heat', 'Sabrina']"
Out of My Hand,"['Virgin Mary', 'Red Firecracker, Green Firecracker', 'A Very Natural Thing', 'Lotto Land', 'Bye-Bye']"
The Crazy Family,"['Typhoon Club', 'Emperor Tomato Ketchup', 'Himiko', 'The Man Who Left His Will on Film', 'Zigeunerweisen']"
Ode,"['Jumanji', 'Grumpier Old Men', 'Waiting to Exhale', 'Heat', 'Sabrina']"
People of a Feather,"['Unzipped', 'The Endless Summer 2', 'The Gate of Heavenly Peace', 'American Dream', 'Paris is Burning']"
Getulio,"['Blood of My Blood', 'Father’s Chair', 'Entre Abelhas', 'Meu Passado me Condena', 'Till Luck Do Us Part']"
Tropicália,"['Beware of a Holy Whore', 'Message to Love: The Isle of Wight Festival', 'Buena Vista Social Club', 'The Decline of Western Civilization Part II: The Metal Years', 'Down from the Mountain']"
City 40,"['The Soviet Story', 'The Age of Stupid', ""Auschwitz: The Nazis and the 'Final Solution'"", 'The Great Martian War 1913 - 1917', 'Underfire: The Untold Story of Pfc. Tony Vaccaro']"
The King of Pigs,"['The Fake', 'Genius Party', 'Magnetic Rose', 'A Detective Story', ""Kid's Story""]"
Siccin 3: Cürmü Ask,"['I Drink Your Blood', 'Possessed', 'Luther the Geek', 'The Death King', 'Outer Space']"
Breakthrough,"['Die weisse Rose', 'Joan of Arc', 'Blame It on Fidel!', 'John Adams', 'Heimat: A Chronicle of Germany']"
Legacy,"['Executive Target', 'Body Count', 'Extreme Justice', ""China O'Brien"", 'Oxy-Morons']"
Shiloh 2: Shiloh Season,"['Saving Shiloh', 'Till Night Do Us Part', 'Places in the Heart', 'Betrayal', 'Citizen Ruth']"
Final Flesh,"['The Untold Story', 'A Chinese Ghost Story', 'A Better Tomorrow II', 'Puppet on a Chain', '10 to Midnight']"
John Henry,"['John Henry', 'The Tigger Movie', ""Piglet's Big Movie"", ""Pooh's Heffalump Movie"", 'The Prince and the Pauper']"
Lorenzo,"['Lorenzo', 'Lilo & Stitch 2: Stitch has a Glitch', 'The Tigger Movie', ""Piglet's Big Movie"", ""Pooh's Heffalump Movie""]"
How to Hook Up Your Home Theater,"['Destino', 'Tick Tock Tale', 'The Little Matchgirl', 'Meet the Robinsons', 'Tangled']"
Tick Tock Tale,"['Tick Tock Tale', 'The Little Matchgirl', 'How to Hook Up Your Home Theater', 'Tangled', 'Winnie the Pooh']"
Our Tropical Island,"[""L'ora legale"", 'A Matter of Heart', 'Callas Forever', 'Baarìa', 'The First Beautiful Thing']"
For the Love of Spock,"['The Captains', 'Chaos on the Bridge', 'Catwalk', 'Unzipped', 'The Endless Summer 2']"
"Kiki, Love to Love","['Hierro', 'Spanish Affair', 'Nathalie...', 'El niño', 'Carmina and Amen']"
Hail the Judge,"['From Beijing with Love', 'Dances with Dragon', 'Royal Tramp', 'King of Beggars', 'God of Gamblers']"
Summer of 8,"['The Pretty One', 'Echoes Of War', 'The Ruling Class', '1987', 'The Green Butchers']"
Salam Neighbor,"['Unzipped', 'The Endless Summer 2', 'The Gate of Heavenly Peace', 'American Dream', 'Paris is Burning']"
The Most Beautiful Day,"['Frau Ella', 'Pornorama', 'Killing Is My Business, Honey', 'The Broken Landlord', 'Hector and the Search for Happiness']"
Over the Garden Wall,"[""Dexter's Laboratory: Ego Trip"", 'The Land Before Time III: The Time of the Great Giving', 'The Land Before Time II: The Great Valley Adventure', 'Balto III: Wings of Change', 'Regular Show: The Movie']"
Off Course,"['Palm Trees in the Snow', 'The Magic Mountain', 'Crulic - The Path to Beyond', 'White Elephant', 'The Invisible Guardian']"
Divines,"['Julie & Julia', 'Priceless', 'Grande école', 'Black Venus', 'Les amants du bagne']"
USS Indianapolis: Men of Courage,"['Likes or Dislikes', 'I Am Michael', 'Shadow of the Vampire', 'Street Law', 'Panther']"
Devil's Bride,"['Valentin', 'Eden of the East Movie II: Paradise Lost', 'The Weathering Continent', 'The Grapes of Death', 'The Sky Crawlers']"
Jules and Dolores,"['The Big Store', 'Hera Pheri', 'The Ruling Class', '1987', 'Worth Winning']"
Born in Heinola,"['The Night the Lights Went Out in Georgia', 'La traviata', 'Into the Woods', 'Vitus', 'Janie Jones']"
Transpecos,"['Dredd', 'All Things Must Pass', 'Morvern Callar', 'The Convent', 'On the Run']"
The Hollars,"['Speech & Debate', 'Waitress', 'A Sunday Horse', 'Win Win', 'The Way Way Back']"
Olmo & the Seagull,"['Klown', 'Little Soldier', 'Life Hits', ""Nothing's All Bad"", 'The Erotic Man']"
The Beatles: Eight Days a Week - The Touring Years,"['Let It Be', 'Body to Body', 'Cry-Baby', 'From the Earth to the Moon', ""The 'Burbs""]"
Miss Stevens,"['People, Places, Things', 'Tig', 'The Escape', 'The Hire: Chosen', 'The Hire: Ambush']"
The End of Time,"['Flamenco at 5:15', 'Synchromy', 'The Cat Came Back', 'Reel Injun', 'Pink Ribbons, Inc.']"
Silicon Cowboys,"['Betting on Zero', 'Campfire Tales', 'Youth in Oregon', 'The Take', 'Chosin']"
Comedy Central Roast of Rob Lowe,"['Comedy Central Roast of James Franco', 'Comedy Central Roast of Charlie Sheen', 'Comedy Central Roast of Donald Trump', 'Comedy Central Roast of Pamela Anderson', ""Gabriel Iglesias: I'm Not Fat... I'm Fluffy""]"
ARQ,"['Spring', ""I Don't Feel at Home in This World Anymore"", 'These Final Hours', 'Repo Man', 'Babylon 5: The Lost Tales - Voices in the Dark']"
Prescription Thugs,"['The Life and Mind of Mark DeFriest', 'Little Secrets', 'Longtime Companion', 'Wild at Heart', 'The First Time']"
What Remains,"['Unzipped', 'The Endless Summer 2', 'The Gate of Heavenly Peace', 'American Dream', 'Paris is Burning']"
The Adventures of Scamper the Penguin,"['The Tale of Tsar Saltan', 'Winnie-the-Pooh Goes Visiting', 'There Once Was a Dog', 'Botsman i Popugay', 'Karlson Returns']"
Warkop DKI Reborn: Jangkrik Boss! Part 1,"['Lion of the Desert', 'Evil Aliens', 'Matinee', 'Halloween', ""Seven Dead in the Cat's Eye""]"
Bad Cat,"['A Cat in Paris', 'Kiwi!', 'Prologue', 'Gunsmith Cats: Bulletproof!', 'Is It Fall Yet?']"
More Things That Happened,"['I Love Your Work', 'The Great Magician', 'Roswell', 'The New Protocol', 'More Things That Happened']"
Fire at Sea,"['Pretty Butterflies', 'The Right Distance', 'At War with Love', 'Siberian Education', 'The Night Before the Exams']"
Burn Burn Burn,"['The Infiltrator', 'The Matchmaker', 'Happiness', 'The Yacoubian Building', 'Pieta']"
20th Century Boys - Chapter 2: The Last Hope,"['The War in Space', 'Godzilla vs. Destoroyah', 'Godzilla vs. Mothra', 'Dororo', '20th Century Boys - Chapter 3: Our Flag']"
20th Century Boys - Chapter 3: Our Flag,"['Timescape', 'Lipton Cockton in the Shadows of Sodoma', 'The Ugly Swans', 'The Hitch Hikers Guide to the Galaxy', 'Star Trek: The Motion Picture']"
The Piano Tuner,"['Love Walked In', 'Little Boy Blue', 'Light It Up', 'Fever', 'Bloody Angels']"
Fiore,"['Outside Satan', 'Un fantastico via vai', 'I Am Love', ""Don't Think About It"", 'Mercenary']"
One Kiss,"['Cosi', ""I Love You, Don't Touch Me!"", 'Smiling Fish & Goat On Fire', 'Two Ninas', 'Pipe Dream']"
Worldly Girl,"['Country Life', 'Flirt', 'Venice', 'The Whole Wide World', 'Full Speed']"
For Your Sake,"['Virgin Mary', 'Red Firecracker, Green Firecracker', 'A Very Natural Thing', 'Lotto Land', 'Bye-Bye']"
Desires,"['Place without Limits', 'For Greater Glory - The True Story of Cristiada', 'Under the Volcano', 'Knock on Wood', 'El Crack']"
One Night in A City,"['One Night in A City', 'Dolls', 'Queens Of Evil', 'The Woman Who Powders Herself', 'Twilight Online']"
The Herb of the Rat,"[""No Man's Land"", ""Teheran '43"", 'The Man in the Glass Booth', 'Merantau', 'Night of the Running Man']"
The Automatic Hate,"['Enter Nowhere', 'On the Milky Road', 'Bone Tomahawk', 'The Ruling Class', '1987']"
Tower,"['Deceptive Practice: The Mysteries and Mentors of Ricky Jay', 'Fame High', 'Red Sun', 'Chance', 'Edmond']"
From the Land of the Moon,"['Tell No One', 'Little White Lies', 'The Dancer', 'Narco', 'The Foster Boy']"
Gumball 3000: The Movie,"['Morning of the Earth', 'Craigslist Joe', 'King Lines', 'Long Way Round', 'Symphony of the Soil']"
Bangkok Traffic Love Story,"['Bangkok Traffic Love Story', 'Hello Stranger', 'The Billionaire', ""The Teacher's Diary"", '4bia']"
Freelance,"['The Swimmers', 'Hello Stranger', 'The Billionaire', 'Pee Mak Phrakanong', 'Bangkok Traffic Love Story']"
Behind the Planet of the Apes,"['Behind the Planet of the Apes', 'The Alien Saga', 'Carnage: Swallowing the Past', ""Daft Punk's Electroma"", 'Désiré']"
Paris 05:59: Théo & Hugo,"['The Rendez-Vous of Déjà-Vu', 'The Last Time I Saw Macao', 'The Ruling Class', '1987', 'The Big Store']"
Zero Woman: Red Handcuffs,"['Zero Woman: Red Handcuffs', 'The Yakuza Papers, Vol. 1: Battles Without Honor and Humanity', 'Female Yakuza Tale', 'The Streetfighter', 'Sympathy for the Underdog']"
Born Equal,"['An Englishman Abroad', 'Top Gear: The Worst Car In the History of the World', 'Capturing Mary', 'Love Is the Devil: Study for a Portrait of Francis Bacon', 'Indictment: The McMartin Trial']"
The Karamazov Brothers,"['Jumanji', 'Grumpier Old Men', 'Waiting to Exhale', 'Heat', 'Sabrina']"
A Monster Calls,"['Fair Game', 'The Tree of Life', 'The Runaways', 'Last Call at the Oasis', 'Ivory Tower']"
Arrival,"['This Is Where I Leave You', 'Why Him?', 'Alexander and the Terrible, Horrible, No Good, Very Bad Day', 'The Rover', 'Star Trek: The Motion Picture']"
Rumbos,"['Cosi', ""I Love You, Don't Touch Me!"", 'Smiling Fish & Goat On Fire', 'Two Ninas', 'Pipe Dream']"
Traceroute,"['Get Bruce!', 'Comedian', 'The Yes Men', 'Home Movie', 'The Comedians of Comedy']"
The Lost Arcade,"['The Atomic Cafe', 'Inside Deep Throat', 'Jonestown: The Life and Death of Peoples Temple', 'Of Time and the City', 'Otaku']"
"I, Olga Hepnarova","['@Suicide Room', ""We're All Christs"", 'Courage', 'The Mighty Angel', 'Snow White and Russian Red']"
